,IATA,airport,city,country,pagerank
3199,BZY,Balti International Airport,Strymba,Moldova,0.000174185681937
6010,BZB,Bazaruto Island Airport,Bazaruto Island,Mozambique,0.000174185681937
3638,DET,Coleman A Young Muni,Detroit,United States,0.000174185681937
3491,FOK,Francis S Gabreski,West Hampton Beach,United States,0.000174185681937
4695,WMP,Mampikony Airport,Mampikony,Madagascar,0.000174185681937
6011,BCW,Benguera Island Airport,Benguera Island,Mozambique,0.000174185681937
6025,PAF,Pakuba Airport,Pakuba,Uganda,0.000174185681937
6004,CPA,Cape Palmas Airport,Greenville,Liberia,0.000174185681937
1814,TSL,Tamuin,Tamuin,Mexico,0.000174185681937
4828,YGB,Texada Gillies Bay Airport,Texada,Canada,0.000174185681937
4696,DWB,Soalala Airport,Soalala,Madagascar,0.000174185681937
4697,IVA,Ambanja Airport,Ambanja,Madagascar,0.000174185681937
3493,TNX,Tonopah Test Range,Tonopah,United States,0.000174185681937
4485,GUB,Guerrero Negro Airport,Guerrero Negro,Mexico,0.000174185681937
3661,FYV,Drake Fld,Fayetteville,United States,0.000174185681937
6013,IBL,Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique,0.000174185681937
1808,TXA,Tlaxcala,Tlaxcala,Mexico,0.000174185681937
6017,MAX,Ouro Sogui Airport,Matam,Senegal,0.000174185681937
6018,BDI,Bird Island Airport,Bird Island,Seychelles,0.000174185681937
4880,JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,0.000174185681937
4698,WPB,Port Bergé Airport,Port Bergé,Madagascar,0.000174185681937
6005,AMY,Ambatomainty Airport,Ambatomainty,Madagascar,0.000174185681937
1829,PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua,0.000174185681937
5990,MRB,Eastern WV Regional Airport,Martinsburg,United States,0.000174185681937
3743,BAD,Barksdale Afb,Shreveport,United States,0.000174185681937
5991,AWA,Awasa Airport,Awasa,Ethiopia,0.000174185681937
4483,CTD,Alonso Valderrama Airport,Chitré,Panama,0.000174185681937
3863,GZA,Yasser Arafat Intl,Gaza,Palestine,0.000174185681937
3487,SZL,Whiteman Afb,Knobnoster,United States,0.000174185681937
4487,CYW,Captain Rogelio Castillo National Airport,Celaya,Mexico,0.000174185681937
6033,HUZ,Huizhou,Huizhou,China,0.000174185681937
4220,UIK,Ust-Ilimsk,Ust Ilimsk,Russia,0.000174185681937
4895,KRI,Kikori Airport,Kikori,Papua New Guinea,0.000174185681937
4894,KMA,Kerema Airport,Kerema,Papua New Guinea,0.000174185681937
4210,CGU,General Manuel Carlos Piar,Ciudad Guayana,Venezuela,0.000174185681937
1848,LIO,Limon Intl,Limon,Costa Rica,0.000174185681937
5993,MKS,Mekane Salam Airport,Mekane Selam,Ethiopia,0.000174185681937
5994,DBM,Debre Marqos,Debre Marqos,Ethiopia,0.000174185681937
5995,DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,0.000174185681937
3663,PNM,Princeton Muni,Princeton,United States,0.000174185681937
5996,QHR,Harar Meda Airport,Debre Zeyit,Ethiopia,0.000174185681937
5997,GOB,Robe Airport,Goba,Ethiopia,0.000174185681937
5998,MYB,Mayumba Airport,Mayumba,Gabon,0.000174185681937
1839,OTR,Coto 47,Coto 47,Costa Rica,0.000174185681937
1838,VGT,North Las Vegas Airport,Las Vegas,United States,0.000174185681937
3488,AKC,Akron Fulton Intl,Akron,United States,0.000174185681937
3656,TCS,Truth Or Consequences Muni,Truth Or Consequences,United States,0.000174185681937
6002,RBX,Rumbek Airport,Rumbek,Sudan,0.000174185681937
1797,PCA,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico,0.000174185681937
3664,FFO,Wright Patterson Afb,Dayton,United States,0.000174185681937
1833,HOW,Howard,Howard,Panama,0.000174185681937
3489,GWO,Greenwood Leflore,Greenwood,United States,0.000174185681937
4219,QEF,Egelsbach,Egelsbach,Germany,0.000174185681937
5925,KAR,Kamarang Airport,Kamarang,Guyana,0.000174185681937
6037,YMY,Central Railway Station,Montreal,Canada,0.000174185681937
5882,RVR,Jose Aponte de la Torre Airport,Ceiba,Puerto Rico,0.000174185681937
4972,OHO,Okhotsk Airport,Okhotsk,Russia,0.000174185681937
4182,RBE,Ratanakiri,Ratanakiri,Cambodia,0.000174185681937
1972,MON,Glentanner,Glentanner,New Zealand,0.000174185681937
4974,MPW,Mariupol International Airport,Mariupol International,Ukraine,0.000174185681937
5895,ABF,Abaiang Atoll Airport,Abaiang Atoll,Kiribati,0.000174185681937
3470,PAQ,Palmer Muni,Palmer,United States,0.000174185681937
1969,CHT,Chatham Islands,Chatham Island,New Zealand,0.000174185681937
5083,TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia,0.000174185681937
1967,AMZ,Ardmore,Ardmore,New Zealand,0.000174185681937
4498,MJB,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,0.000174185681937
4973,UJE,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,0.000174185681937
3221,XSP,Seletar,Singapore,Singapore,0.000174185681937
3281,ZGC,Zhongchuan,Lanzhou,China,0.000174185681937
3496,BIF,Biggs Aaf,El Paso,United States,0.000174185681937
4969,SFS,Subic Bay International Airport,Olongapo City,Philippines,0.000174185681937
1775,ISJ,Isla Mujeres,Isla Mujeres,Mexico,0.000174185681937
6044,TDK,Taldykorgan Airport,Taldykorgan,Kazakhstan,0.000174185681937
4185,NZJ,El Toro,Santa Ana,United States,0.000174185681937
4186,PHY,Phetchabun,Phetchabun,Thailand,0.000174185681937
4688,MSZ,Namibe Airport,Mocamedes,Angola,0.000174185681937
4964,TDG,Tandag Airport,Tandag,Philippines,0.000174185681937
4961,SFE,San Fernando Airport,San Fernando,Philippines,0.000174185681937
4497,MJE,Majkin Airport,Majkin,Marshall Islands,0.000174185681937
4956,ING,Lago Argentino Airport,El Calafate,Argentina,0.000174185681937
4955,NEC,Necochea Airport,Necochea,Argentina,0.000174185681937
3106,OKB,Orchid Beach,Fraser Island,Australia,0.000174185681937
3736,NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States,0.000174185681937
5897,CPS,St. Louis Downtown Airport,East St. Louis,United States,0.000174185681937
6043,IIA,Inishmaan Aerodrome,Inishmaan,Ireland,0.000174185681937
3092,PAN,Pattani,Pattani,Thailand,0.000174185681937
4687,KOU,Koulamoutou Airport,Koulamoutou,Gabon,0.000174185681937
3474,NUW,Whidbey Island Nas,Whidbey Island,United States,0.000174185681937
1980,TEU,Manapouri,Manapouri,New Zealand,0.000174185681937
4177,FGI,Fagali\\'i,Apia,Samoa,0.000174185681937
4996,NAL,Nalchik Airport,Nalchik,Russia,0.000174185681937
4993,HTG,Khatanga Airport,Khatanga,Russia,0.000174185681937
5883,RLO,Aeropuerto Internacional Valle del Conlara,Merlo,Argentina,0.000174185681937
3735,CVS,Cannon Afb,Clovis,United States,0.000174185681937
1986,OAM,Oamaru,Oamaru,New Zealand,0.000174185681937
5885,SSB,Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands,0.000174185681937
5886,ARR,Alto Rio Senguer Airport,Alto Rio Senguer,Argentina,0.000174185681937
4991,KYZ,Kyzyl Airport,Kyzyl,Russia,0.000174185681937
3469,ORT,Northway,Northway,United States,0.000174185681937
4990,EIE,Yeniseysk Airport,Yeniseysk,Russia,0.000174185681937
4180,MKC,Downtown,Kansas City,United States,0.000174185681937
5887,JSM,Jose de San Martin Airport,Jose de San Martin,Argentina,0.000174185681937
4989,MVQ,Mogilev Airport,Mogilev,Belarus,0.000174185681937
4981,RWN,Rivne International Airport,Rivne,Ukraine,0.000174185681937
1979,GTN,Mount Cook,Mount Cook,New Zealand,0.000174185681937
1978,ALR,Alexandra,Alexandra,New Zealand,0.000174185681937
5889,ZAU,Augsburg Railway,Augsburg,Germany,0.000174185681937
1769,ESE,Ensenada,Ensenada,Mexico,0.000174185681937
4699,WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,0.000174185681937
5890,ZMA,Mannheim Railway,Mannheim,Germany,0.000174185681937
1771,GYM,General Jose Maria Yanez Intl,Guaymas,Mexico,0.000174185681937
1772,TCN,Tehuacan,Tehuacan,Mexico,0.000174185681937
4871,GRY,Grímsey Airport,Grímsey,Iceland,0.000174185681937
5891,ZES,Essen Railway,Essen,Germany,0.000174185681937
4985,AMV,Amderma Airport,Amderma,Russia,0.000174185681937
3256,UMR,Woomera,Woomera,Australia,0.000174185681937
6046,XDB,Lille,Lille,France,0.000174185681937
3473,EFD,Ellington Fld,Houston,United States,0.000174185681937
4951,ESR,Ricardo García Posada Airport,El Salvador,Chile,0.000174185681937
3480,BDR,Igor I Sikorsky Mem,Stratford,United States,0.000174185681937
4493,WJA,Woja Airport,Majuro Atoll,Marshall Islands,0.000174185681937
4762,HGL,Helgoland-Düne Airport,Helgoland,Germany,0.000174185681937
1927,MTL,Maitland Airport,Maitland,Australia,0.000174185681937
3494,LNA,Palm Beach Co Park,West Palm Beach,United States,0.000174185681937
1926,TBF,Tabiteuea North,Tabiteuea North,Kiribati,0.000174185681937
6038,YBZ,Union Station,Toronto,Canada,0.000174185681937
5911,OEM,Vincent Fayks Airport,Paloemeu,Suriname,0.000174185681937
1924,VAV,Vavau Intl,Vava'u,Tonga,0.000174185681937
4714,GNZ,Ghanzi Airport,Ghanzi,Botswana,0.000174185681937
3126,KYP,Kyaukpyu,Kyaukpyu,Burma,0.000174185681937
4934,MDO,El Jaguel / Punta del Este Airport,Maldonado,Uruguay,0.000174185681937
4482,ONX,Enrique Adolfo Jimenez Airport,Colón,Panama,0.000174185681937
3896,TKA,Talkeetna,Talkeetna,United States,0.000174185681937
4932,DSD,La Désirade Airport,Grande Anse,Guadeloupe,0.000174185681937
4931,BBR,Baillif Airport,Basse Terre,Guadeloupe,0.000174185681937
4937,LHC,Caballococha Airport,Caballococha,Peru,0.000174185681937
3134,MOG,Mong Hsat,Mong Hsat,Burma,0.000174185681937
3895,NSB,Bimini North Seaplane Base,Bimini,Bahamas,0.000174185681937
5914,SMZ,Stoelmans Eiland Airstrip,Stoelmans Eiland,Suriname,0.000174185681937
5915,TOT,Totness Airstrip,Totness,Suriname,0.000174185681937
5916,AGI,Wageningen Airstrip,Wageningen,Suriname,0.000174185681937
4928,BQU,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,0.000174185681937
4927,UNI,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,0.000174185681937
4923,CNN,Chulman,Neryungri,Russia,0.000174185681937
3139,PBU,Putao,Putao,Burma,0.000174185681937
5917,KIA,Kaieteur International Airport,Kaieteur Falls,Guyana,0.000174185681937
5918,CSC,Codela Airport,Guapiles,Costa Rica,0.000174185681937
5921,ORJ,Orinduik Airport,Orinduik,Guyana,0.000174185681937
5922,NAI,Annai Airport,Annai,Guyana,0.000174185681937
4701,WTA,Tambohorano Airport,Tambohorano,Madagascar,0.000174185681937
3897,GZM,Xewkija Heliport,Gozo,Malta,0.000174185681937
3475,ALI,Alice Intl,Alice,United States,0.000174185681937
4496,NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,0.000174185681937
6041,SAK,Saudarkrokur,Saudarkrokur,Iceland,0.000174185681937
3112,NHA,Nhatrang,Nhatrang,Vietnam,0.000174185681937
1948,LAF,Purude University Airport,Lafayette,United States,0.000174185681937
3737,OFF,Offutt Afb,Omaha,United States,0.000174185681937
4950,SOD,Sorocaba Airport,Sorocaba,Brazil,0.000174185681937
3745,COT,Cotulla Lasalle Co,Cotulla,United States,0.000174185681937
5900,ABN,Albina Airstrip,Albina,Suriname,0.000174185681937
4947,PSY,Stanley Airport,Stanley,Falkland Islands,0.000174185681937
5903,BTO,Botopassi Airstrip,Botopasi,Suriname,0.000174185681937
3495,NZY,North Island Nas,San Diego,United States,0.000174185681937
1942,PKP,Puka Puka,Puka Puka,French Polynesia,0.000174185681937
4946,CRC,Santa Ana Airport,Cartago,Colombia,0.000174185681937
4945,GLJ,La Jagua Airport,Garzón,Colombia,0.000174185681937
5904,DOE,Djoemoe Airstrip,Djoemoe,Suriname,0.000174185681937
5910,ICK,Majoor Henry Fernandes Airport,Nieuw Nickerie,Suriname,0.000174185681937
4495,RNP,Rongelap Island Airport,Rongelap Island,Marshall Islands,0.000174185681937
3120,BMQ,Bamburi,Bamburi,Kenya,0.000174185681937
4690,DUE,Dundo Airport,Dundo,Angola,0.000174185681937
6040,GJR,Gjogur Airport,Gjogur,Iceland,0.000174185681937
4494,UIT,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,0.000174185681937
4194,KAI,Kaieteur,Kaieteur,Guyana,0.000174185681937
6039,BIU,Bildudalur Airport,Bildudalur,Iceland,0.000174185681937
1936,REA,Reao,Reao,French Polynesia,0.000174185681937
3738,GKN,Gulkana,Gulkana,United States,0.000174185681937
5905,DRJ,Drietabbetje Airstrip,Drietabbetje,Suriname,0.000174185681937
1933,AAA,Anaa,Anaa,French Polynesia,0.000174185681937
3476,VAD,Moody Afb,Valdosta,United States,0.000174185681937
4938,SRJ,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,0.000174185681937
3995,PCN,Koromiko,Picton,New Zealand,0.000174185681937
5094,TMG,Tomanggong Airport,Tomanggong,Malaysia,0.000174185681937
2205,PIF,Pingtung South,Pingtung,Taiwan,0.000174185681937
2561,PAV,Paulo Afonso,Paulo Alfonso,Brazil,0.000174185681937
5429,NOA,Nowra Airport,Nowra,Australia,0.000174185681937
5425,UES,Waukesha County Airport,Waukesha,United States,0.000174185681937
5424,BEH,Southwest Michigan Regional Airport,Benton Harbor,United States,0.000174185681937
3688,BSF,Bradshaw Aaf,Bradshaw Field,United States,0.000174185681937
5423,UKC,Lutsk,Lutsk,Ukraine,0.000174185681937
5422,CEJ,Chernigov,Chernigov,Ukraine,0.000174185681937
4055,AAH,Flugplatz Merzbrueck,Aachen,Germany,0.000174185681937
5417,AGE,Wangerooge Airport,Wangerooge,Germany,0.000174185681937
3689,OLS,Nogales Intl,Nogales,United States,0.000174185681937
5421,TNL,Ternopol,Ternopol,Ukraine,0.000174185681937
3690,MCF,Macdill Afb,Tampa,United States,0.000174185681937
5419,OSH,Wittman Regional Airport,Oshkosh,United States,0.000174185681937
4615,MUZ,Musoma Airport,Musoma,Tanzania,0.000174185681937
4616,LDI,Kikwetu Airport,Lindi,Tanzania,0.000174185681937
5163,LER,Leinster Airport,Leinster,Australia,0.000174185681937
5431,KTR,Tindal Airport,Katherine,Australia,0.000174185681937
4659,BTE,Sherbro International Airport,Bonthe,Sierra Leone,0.000174185681937
2550,SSZ,Base Aerea De Santos,Santos,Brazil,0.000174185681937
4660,JCU,Ceuta Heliport,Ceuta,Spain,0.000174185681937
3711,VBG,Vandenberg Afb,Lompoc,United States,0.000174185681937
5161,LHG,Lightning Ridge Airport,Lightning Ridge,Australia,0.000174185681937
2831,MQS,Mustique,Mustique,Saint Vincent and the Grenadines,0.000174185681937
5435,10C,Galt Field Airport,Greenwood,United States,0.000174185681937
2545,STU,Santa Cruz,Rio De Janeiro,Brazil,0.000174185681937
3687,DRI,Beauregard Rgnl,Deridder,United States,0.000174185681937
5157,LEL,Lake Evella Airport,Lake Evella,Australia,0.000174185681937
5436,X01,Everglades Airpark,Everglades,United States,0.000174185681937
5156,LNO,Leonora Airport,Leonora,Australia,0.000174185681937
3365,FXE,Fort Lauderdale Executive,Fort Lauderdale,United States,0.000174185681937
2539,NPZ,Porter County Municipal Airport,Valparaiso,United States,0.000174185681937
3973,HUI,Phu Bai,Hue,Vietnam,0.000174185681937
5164,LVO,Laverton Airport,Laverton,Australia,0.000174185681937
2570,QPS,Campo Fontenelle,Piracununga,Brazil,0.000174185681937
5084,SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,0.000174185681937
5366,PME,Portsmouth Airport,Portsmouth,United Kingdom,0.000174185681937
3356,NOW,Port Angeles Cgas,Port Angeles,United States,0.000174185681937
4618,BKZ,Bukoba Airport,Bukoba,Tanzania,0.000174185681937
4621,ATB,Atbara Airport,Atbara,Sudan,0.000174185681937
2596,WCH,Chaiten,Chaiten,Chile,0.000174185681937
4623,MJI,Mitiga Airport,Tripoli,Libya,0.000174185681937
2598,ATF,Chachoan,Ambato,Ecuador,0.000174185681937
3319,Z84,Clear,Clear Mews,United States,0.000174185681937
3710,YIP,Willow Run,Detroit,United States,0.000174185681937
3320,UTO,Indian Mountain Lrrs,Indian Mountains,United States,0.000174185681937
2802,DCF,Canefield,Canefield,Dominica,0.000174185681937
3353,BFM,Mobile Downtown,Mobile,United States,0.000174185681937
4042,KHM,Khamti,Khamti,Burma,0.000174185681937
5358,RRA,Ronda Airport,Ronda,Spain,0.000174185681937
5356,JPU,La Defense Heliport,Paris,France,0.000174185681937
4617,TKQ,Kigoma Airport,Kigoma,Tanzania,0.000174185681937
5387,DAQ,Daqing Saertu Airport,Daqing,China,0.000174185681937
5398,QNC,Neuchatel Airport,Neuchatel,Switzerland,0.000174185681937
5399,ZJI,Locarno Airport,Locarno,Switzerland,0.000174185681937
4657,KEN,Kenema Airport,Kenema,Sierra Leone,0.000174185681937
5408,1OH,Fortman Airport,St. Marys,United States,0.000174185681937
2584,LSQ,Maria Dolores,Los Angeles,Chile,0.000174185681937
5409,BN1,Bellona,Bellona,Solomon Islands,0.000174185681937
4658,KBS,Bo Airport,Bo,Sierra Leone,0.000174185681937
2811,FAJ,Diego Jimenez Torres,Fajardo,Puerto Rico,0.000174185681937
2578,GXQ,Teniente Vidal,Coyhaique,Chile,0.000174185681937
2812,SIG,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico,0.000174185681937
5411,RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,0.000174185681937
5166,MKR,Meekatharra Airport,Meekatharra,Australia,0.000174185681937
2574,CCH,Chile Chico,Chile Chico,Chile,0.000174185681937
5412,ARE,Antonio Juarbe Pol Airport,Arecibo,Puerto Rico,0.000174185681937
5165,UBB,Mabuiag Island Airport,Mabuiag Island,Australia,0.000174185681937
2537,PMG,Ponta Pora,Ponta Pora,Brazil,0.000174185681937
2536,PNB,Porto Nacional,Porto Nacional,Brazil,0.000174185681937
4707,YVA,Iconi Airport,Moroni,Comoros,0.000174185681937
3317,ORL,Executive,Orlando,United States,0.000174185681937
3713,NEL,Lakehurst Naes,Lakehurst,United States,0.000174185681937
3378,ANN,Annette Island,Annette Island,United States,0.000174185681937
3967,INU,Nauru Intl,Nauru,Nauru,0.000174185681937
3377,CNW,Tstc Waco,Waco,United States,0.000174185681937
5470,SLV,Shimla Airport,Shimla,India,0.000174185681937
4072,TPJ,Taplejung,Taplejung,Nepal,0.000174185681937
4664,OUK,Outer Skerries Airport,Outer Skerries,United Kingdom,0.000174185681937
4661,CRU,Lauriston Airport,Carriacou Island,Grenada,0.000174185681937
5468,KNW,New Stuyahok Airport,New Stuyahok,United States,0.000174185681937
3821,AMI,Selaparang,Mataram,Indonesia,0.000174185681937
4071,HRJ,Chaurjhari,Chaurjhari,Nepal,0.000174185681937
2852,PVS,Provideniya Bay,Provideniya Bay,Russia,0.000174185681937
5465,TOG,Togiak Airport,Togiak Village,United States,0.000174185681937
4070,JUM,Jumla,Jumla,Nepal,0.000174185681937
3684,NUQ,Moffett Federal Afld,Mountain View,United States,0.000174185681937
5487,TBH,Romblon Airport,Romblon,Philippines,0.000174185681937
3379,CAR,Caribou Muni,Caribou,United States,0.000174185681937
3964,PFN,Panama City Bay Co Intl,Panama City,United States,0.000174185681937
6074,TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan,0.000174185681937
4703,MXT,Maintirano Airport,Maintirano,Madagascar,0.000174185681937
2477,CRQ,Caravelas,Caravelas,Brazil,0.000174185681937
5146,HOK,Hooker Creek Airport,Hooker Creek,Australia,0.000174185681937
4613,TBO,Tabora Airport,Tabora,Tanzania,0.000174185681937
4075,IMK,Simikot,Simikot,Nepal,0.000174185681937
4076,DOP,Dolpa,Dolpa,Nepal,0.000174185681937
4077,BJH,Bajhang,Bajhang,Nepal,0.000174185681937
3860,ASA,Assab Intl,Assab,Eritrea,0.000174185681937
2471,CLN,Carolina,Carolina,Brazil,0.000174185681937
3380,LRF,Little Rock Afb,Jacksonville,United States,0.000174185681937
3962,X21,Arthur Dunn Airpark,Titusville,United States,0.000174185681937
2873,VTB,Vitebsk,Vitebsk,Belarus,0.000174185681937
4069,RUK,Rukumkot,Rukumkot,Nepal,0.000174185681937
3376,BIG,Allen Aaf,Delta Junction,United States,0.000174185681937
3375,DUG,Bisbee Douglas Intl,Douglas,United States,0.000174185681937
4064,NGX,Manang,Manang,Nepal,0.000174185681937
3367,AND,Anderson Rgnl,Andersen,United States,0.000174185681937
2532,POO,Pocos De Caldas,Pocos De Caldas,Brazil,0.000174185681937
4614,SHY,Shinyanga Airport,Shinyanga,Tanzania,0.000174185681937
5155,KUG,Kubin Airport,Kubin,Australia,0.000174185681937
4060,LUA,Lukla,Lukla,Nepal,0.000174185681937
4663,PSV,Papa Stour Airport,Papa Stour,United Kingdom,0.000174185681937
3369,HWO,North Perry,Hollywood,United States,0.000174185681937
4061,BHP,Bhojpur,Bhojpur,Nepal,0.000174185681937
5441,MRQ,Marinduque Airport,Gasan,Philippines,0.000174185681937
5442,HDM,Hamadan Airport,Hamadan,Iran,0.000174185681937
5153,KRB,Karumba Airport,Karumba,Australia,0.000174185681937
4062,LDN,Lamidanda,Lamidanda,Nepal,0.000174185681937
4063,JMO,Jomsom,Jomsom,Nepal,0.000174185681937
2519,GRM,Grand Marais Cook County Airport,Grand Marais,United States,0.000174185681937
5446,LSS,Terre-de-Haut Airport,Les Saintes,Guadeloupe,0.000174185681937
4068,DNP,Tulsipur,Dang,Nepal,0.000174185681937
5152,KFG,Kalkgurung Airport,Kalkgurung,Australia,0.000174185681937
5447,YEI,Yenisehir Airport,Yenisehir,Turkey,0.000174185681937
3371,CTB,Cut Bank Muni,Cutbank,United States,0.000174185681937
3372,ARA,Acadiana Rgnl,Louisiana,United States,0.000174185681937
2511,LIP,Lins,Lins,Brazil,0.000174185681937
5451,CKZ,Canakkale Airport,Canakkale,Turkey,0.000174185681937
3970,DWS,Orlando,Orlando,United States,0.000174185681937
4710,DIS,Loubomo Airport,Loubomo,Congo (Brazzaville),0.000174185681937
4065,PPL,Phaplu,Phaplu,Nepal,0.000174185681937
5150,KAX,Kalbarri Airport,Kalbarri,Australia,0.000174185681937
4066,TMK,Thamkharka,Thamkharka,Nepal,0.000174185681937
4067,RUM,Rumjatar,Rumjatar,Nepal,0.000174185681937
3686,BKH,Barking Sands Pmrf,Barking Sands,United States,0.000174185681937
5458,BHG,Brus Laguna Airport,Brus Laguna,Honduras,0.000174185681937
5354,FWM,Fort William Heliport,Fort William,United Kingdom,0.000174185681937
5351,FUL,Fullerton Municipal Airport,Fullerton,United States,0.000174185681937
5350,CVF,Courchevel Airport,Courcheval,France,0.000174185681937
3699,HST,Homestead Arb,Homestead,United States,0.000174185681937
3700,RAL,Riverside Muni,Riverside,United States,0.000174185681937
5200,SBR,Saibai Island Airport,Saibai Island,Australia,0.000174185681937
5201,SRN,Strahan Airport,Strahan,Australia,0.000174185681937
2761,CUM,Antonio Jose De Sucre,Cumana,Venezuela,0.000174185681937
3693,DRT,Del Rio Intl,Del Rio,United States,0.000174185681937
4647,Cape Verde,Praia International Airport,Praia, Santiago Island,0.000174185681937
5203,TCA,Tennant Creek Airport,Tennant Creek,Australia,0.000174185681937
3342,SVN,Hunter Aaf,Hunter Aaf,United States,0.000174185681937
3340,GNT,Grants Milan Muni,Grants,United States,0.000174185681937
2758,CUP,General Jose Francisco Bermudez,Carupano,Venezuela,0.000174185681937
4652,SMW,Smara Airport,Smara,Western Sahara,0.000174185681937
4653,QFI,Iginniarfik Heliport,Iginniarfik,Greenland,0.000174185681937
5242,AVK,Arvaikheer Airport,Arvaikheer,Mongolia,0.000174185681937
5204,VCD,Victoria River Downs Airport,Victoria River Downs,Australia,0.000174185681937
5199,MJK,Shark Bay Airport,Shark Bay,Australia,0.000174185681937
3325,CZF,Cape Romanzof Lrrs,Cape Romanzof,United States,0.000174185681937
4012,MFA,Mafia,Mafia Island,Tanzania,0.000174185681937
2766,GUI,Guiria,Guiria,Venezuela,0.000174185681937
3701,FLV,Sherman Aaf,Fort Leavenworth,United States,0.000174185681937
2767,GUQ,Guanare,Guanare,Venezuela,0.000174185681937
4646,Cape Verde,Sao Filipe Airport,Sao Filipe, Fogo Island,0.000174185681937
2686,BJO,Bermejo,Bermejo,Bolivia,0.000174185681937
3341,PNC,Ponca City Rgnl,Ponca City,United States,0.000174185681937
4654,QCU,Akunnaaq Heliport,Akunnaaq,Greenland,0.000174185681937
5196,RAM,Ramingining Airport,Ramingining,Australia,0.000174185681937
3692,OPF,Opa Locka,Miami,United States,0.000174185681937
2772,LFR,La Fria,La Fria,Venezuela,0.000174185681937
3323,FRN,Bryant Ahp,Fort Richardson,United States,0.000174185681937
2775,MRD,Alberto Carnevalli,Merida,Venezuela,0.000174185681937
3987,LEV,Levuka Airfield,Levuka,Fiji,0.000174185681937
2683,ULQ,Farfan,Tulua,Colombia,0.000174185681937
2707,SWD,Seward Airport,Seward,United States,0.000174185681937
5205,SYU,Warraber Island Airport,Sue Islet,Australia,0.000174185681937
3326,BED,Laurence G Hanscom Fld,Bedford,United States,0.000174185681937
3335,MHR,Sacramento Mather,Sacramento,United States,0.000174185681937
3993,KBZ,Kaikoura,Kaikoura,New Zealand,0.000174185681937
2737,TYL,Capitan Montes,Talara,Peru,0.000174185681937
4705,JVA,Ankavandra Airport,Ankavandra,Madagascar,0.000174185681937
3332,BMX,Big Mountain Afs,Big Mountain,United States,0.000174185681937
2732,PIO,Pisco Intl,Pisco,Peru,0.000174185681937
2744,STY,Nueva Hesperides Intl,Salto,Uruguay,0.000174185681937
2745,AGV,Oswaldo Guevara Mujica,Acarigua,Venezuela,0.000174185681937
2746,AAO,Anaco,Anaco,Venezuela,0.000174185681937
3333,OSC,Oscoda Wurtsmith,Oscoda,United States,0.000174185681937
3334,OAR,Marina Muni,Fort Ord,United States,0.000174185681937
2727,CHH,Chachapoyas,Chachapoyas,Peru,0.000174185681937
5213,XMY,Yam Island Airport,Yam Island,Australia,0.000174185681937
2725,YMS,Moises Benzaquen Rengifo,Yurimaguas,Peru,0.000174185681937
3329,PBV,St George,Point Barrow,United States,0.000174185681937
5212,OKR,Yorke Island Airport,Yorke Island,Australia,0.000174185681937
4727,HFS,Hagfors Airport,Hagfors,Sweden,0.000174185681937
2721,MGC,Michigan City Municipal Airport,Michigan City,United States,0.000174185681937
3336,BYS,Bicycle Lake Aaf,Fort Irwin,United States,0.000174185681937
2718,JJI,Juanjui,Juanjui,Peru,0.000174185681937
3328,EHM,Cape Newenham Lrrs,Cape Newenham,United States,0.000174185681937
3337,NXP,Twentynine Palms Eaf,Twenty Nine Palms,United States,0.000174185681937
3651,PNE,Northeast Philadelphia,Philadelphia,United States,0.000174185681937
3339,MRI,Merrill Fld,Anchorage,United States,0.000174185681937
5235,AKA,Ankang Airport,Ankang,China,0.000174185681937
2752,CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela,0.000174185681937
5209,WOL,Wollongong Airport,Wollongong,Australia,0.000174185681937
5237,HZG,Hanzhong Airport,Hanzhong,China,0.000174185681937
5208,WUN,Wiluna Airport,Wiluna,Australia,0.000174185681937
2710,CHM,Teniente Jaime A De Montreuil Morales,Chimbote,Peru,0.000174185681937
3696,MUI,Muir Aaf,Muir,United States,0.000174185681937
3702,WAL,Wallops Flight Facility,Wallops Island,United States,0.000174185681937
4645,BCO,Baco Airport,Baco,Ethiopia,0.000174185681937
2611,MCH,General Manuel Serrano,Machala,Ecuador,0.000174185681937
4631,AAC,El Arish International Airport,El Arish,Egypt,0.000174185681937
